date_key,calendar_date,fiscal_variant,fiscal_variant_desc,calendar_yr,calendar_yr_desc,calendar_yr_and_half_yr,calendar_yr_and_half_yr_desc,calendar_yr_and_qtr,calendar_yr_and_qtr_desc,calendar_yr_and_mo,calendar_yr_and_mo_desc,calendar_yr_and_wk,calendar_yr_and_wk_desc,fiscal_yr,fiscal_yr_desc,fiscal_yr_and_half_yr,fiscal_yr_and_half_yr_desc,fiscal_yr_and_per,fiscal_yr_and_per_desc,fiscal_yr_and_qtr,fiscal_yr_and_qtr_desc,fiscal_yr_and_wk,fiscal_yr_and_wk_desc,fiscal_wk_and_per,fiscal_wk_and_per_desc,fiscal_wk_and_qtr,fiscal_wk_and_qtr_desc,day_name,fiscal_currnt_qtd,fiscal_currnt_yr_to_dt_flg,fiscal_yr_and_per_long_desc,fiscal_yr_key,fiscal_yr_and_qtr_key,fiscal_yr_and_per_key,fiscal_yr_and_wk_key,fiscal_yr_flag,fiscal_yr_and_qtr_flag,fiscal_yr_and_per_flag,fiscal_yr_and_wk_flag,fiscal_wk_in_qtr,fiscal_wk_in_yr,fiscal_per_name,fiscal_per_name_and_qtr,fiscal_per_id,fiscal_per_id_and_qtr,fiscal_qtr_id,fiscal_qtr_name,fiscal_wk_in_per,fiscal_weeks_in_per,fiscal_weeks_in_qtr,fiscal_weeks_in_yr,fiscal_days_in_per,fiscal_days_in_qtr,fiscal_days_in_yr,fiscal_day_in_wk,fiscal_day_in_per,fiscal_day_in_qtr,fiscal_day_in_yr,fiscal_qtr_qtd_flag,fiscal_yr_ytd_flag,fiscal_qtr_qtcw_flag,fiscal_yr_ytcw_flag,fiscal_per_ptd_flag,fiscal_per_ptcw_flag,fiscal_wk_ending_date,fiscal_prv_yr_flag,fiscal_prv2_yr_flag,fiscal_prv3_yr_flag,fiscal_prv4_yr_flag,fiscal_prv5_yr_flag,fiscal_prv6_yr_flag,fiscal_prv_wk_flag,fiscal_prv2_wk_flag,fiscal_prv3_wk_flag,fiscal_prv4_wk_flag,fiscal_prv5_wk_flag,fiscal_prv6_wk_flag,fiscal_yr_ytp_flag,fiscal_yr_ytq_flag,fiscal_yr_ytfw_flag,fiscal_qtr_qtp_flag,fiscal_qtr_qtfw_flag,fiscal_per_ptfw_flag,fiscal_per_in_qtr,date_yyyymmdd,date_date,fiscal_nxt_qtd,fiscal_nxt_yr_flag,prv_qtr_flag,prv_yr_currnt_qtd_flag,fiscal_yr_and_per_yyyyppp,prv_qtd2_flag,prv_qtd3_flag,fiscal_nxt2_qtd,fiscal_nxt3_qtd,prv_qtd1_flag,fiscal_nxt1_qtd,fiscal_curr_prv5_yr_qtr_flag,fiscal_curr_prv3_yr_qtr_flag,fiscal_curr_prv7_yr_qtr_flag,fiscal_prv_curr_yr_to_dt_flag,fiscal_currnt_ptd,day_bucket,fiscal_wk_bucket,fiscal_per_bucket,fiscal_qtr_bucket,fiscal_yr_bucket,row_insertion_dttm
20031023,2003-10-23 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200343,2003-43,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200347,2003-47,200304,2003-04,200308,2003-08,THURSDAY,N,N,2003-OCT,20031128,20031128,20031024,20031024,N,N,N,N,08,47,OCT,OCT-Q4,11,11-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,6.0000000,27.0000000,55.0000000,328.0000000,N,N,N,N,N,N,2003-10-24 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031023,2003-10-23,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5257,-751,-173,-58,-15,16:33:58
20031018,2003-10-18 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200342,2003-42,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200347,2003-47,200304,2003-04,200308,2003-08,SATURDAY,N,N,2003-OCT,20031128,20031128,20031024,20031024,N,N,N,N,08,47,OCT,OCT-Q4,11,11-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,22.0000000,50.0000000,323.0000000,N,N,N,N,N,N,2003-10-24 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031018,2003-10-18,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5262,-751,-173,-58,-15,16:33:58
20031019,2003-10-19 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200342,2003-42,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200347,2003-47,200304,2003-04,200308,2003-08,SUNDAY,N,N,2003-OCT,20031128,20031128,20031024,20031024,N,N,N,N,08,47,OCT,OCT-Q4,11,11-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,23.0000000,51.0000000,324.0000000,N,N,N,N,N,N,2003-10-24 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031019,2003-10-19,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5261,-751,-173,-58,-15,16:33:58
20031014,2003-10-14 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200342,2003-42,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200346,2003-46,200303,2003-03,200307,2003-07,TUESDAY,N,N,2003-OCT,20031128,20031128,20031024,20031017,N,N,N,N,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,4.0000000,18.0000000,46.0000000,319.0000000,N,N,N,N,N,N,2003-10-17 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031014,2003-10-14,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5266,-752,-173,-58,-15,16:33:58
20031015,2003-10-15 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200342,2003-42,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200346,2003-46,200303,2003-03,200307,2003-07,WEDNESDAY,N,N,2003-OCT,20031128,20031128,20031024,20031017,N,N,N,N,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,5.0000000,19.0000000,47.0000000,320.0000000,N,N,N,N,N,N,2003-10-17 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031015,2003-10-15,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5265,-752,-173,-58,-15,16:33:58
20031016,2003-10-16 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200342,2003-42,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200346,2003-46,200303,2003-03,200307,2003-07,THURSDAY,N,N,2003-OCT,20031128,20031128,20031024,20031017,N,N,N,N,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,6.0000000,20.0000000,48.0000000,321.0000000,N,N,N,N,N,N,2003-10-17 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031016,2003-10-16,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5264,-752,-173,-58,-15,16:33:58
20031013,2003-10-13 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200342,2003-42,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200346,2003-46,200303,2003-03,200307,2003-07,MONDAY,N,N,2003-OCT,20031128,20031128,20031024,20031017,N,N,N,N,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,3.0000000,17.0000000,45.0000000,318.0000000,N,N,N,N,N,N,2003-10-17 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031013,2003-10-13,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5267,-752,-173,-58,-15,16:33:58
20031011,2003-10-11 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200341,2003-41,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200346,2003-46,200303,2003-03,200307,2003-07,SATURDAY,N,N,2003-OCT,20031128,20031128,20031024,20031017,N,N,N,N,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,15.0000000,43.0000000,316.0000000,N,N,N,N,N,N,2003-10-17 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031011,2003-10-11,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5269,-752,-173,-58,-15,16:33:58
20031012,2003-10-12 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2003,2003,20032,2003H2,20034,2003Q4,200310,2003-OCT,200341,2003-41,2003,2003,20032,2003H2,200311,2003-11,20034,2003-Q4,200346,2003-46,200303,2003-03,200307,2003-07,SUNDAY,N,N,2003-OCT,20031128,20031128,20031024,20031017,N,N,N,N,07,46,OCT,OCT-Q4,11,11-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,16.0000000,44.0000000,317.0000000,N,N,N,N,N,N,2003-10-17 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.0000000,20031012,2003-10-12,N,N,N,N,2003011,N,N,N,N,N,N,N,N,N,N,N,-5268,-752,-173,-58,-15,16:33:58
20000909,2000-09-09 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200036,2000-36,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200041,2000-41,200002,2000-02,200002,2000-02,SATURDAY,N,N,2000-SEP,20001201,20001201,20000929,20000915,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,8.0000000,8.0000000,281.0000000,Y,N,Y,N,Y,Y,2000-09-15 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20000909,2000-09-09,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6396,-913,-210,-70,-18,16:33:58
20000910,2000-09-10 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200036,2000-36,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200041,2000-41,200002,2000-02,200002,2000-02,SUNDAY,N,N,2000-SEP,20001201,20001201,20000929,20000915,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,9.0000000,9.0000000,282.0000000,Y,N,Y,N,Y,Y,2000-09-15 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20000910,2000-09-10,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6395,-913,-210,-70,-18,16:33:58
20000911,2000-09-11 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200037,2000-37,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200041,2000-41,200002,2000-02,200002,2000-02,MONDAY,N,N,2000-SEP,20001201,20001201,20000929,20000915,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,3.0000000,10.0000000,10.0000000,283.0000000,Y,N,Y,N,Y,Y,2000-09-15 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20000911,2000-09-11,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6394,-913,-210,-70,-18,16:33:58
20000912,2000-09-12 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200037,2000-37,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200041,2000-41,200002,2000-02,200002,2000-02,TUESDAY,N,N,2000-SEP,20001201,20001201,20000929,20000915,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,4.0000000,11.0000000,11.0000000,284.0000000,Y,N,Y,N,Y,Y,2000-09-15 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20000912,2000-09-12,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6393,-913,-210,-70,-18,16:33:58
20000913,2000-09-13 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200037,2000-37,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200041,2000-41,200002,2000-02,200002,2000-02,WEDNESDAY,N,N,2000-SEP,20001201,20001201,20000929,20000915,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,5.0000000,12.0000000,12.0000000,285.0000000,Y,N,Y,N,Y,Y,2000-09-15 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20000913,2000-09-13,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6392,-913,-210,-70,-18,16:33:58
20000914,2000-09-14 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200037,2000-37,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200041,2000-41,200002,2000-02,200002,2000-02,THURSDAY,N,N,2000-SEP,20001201,20001201,20000929,20000915,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,6.0000000,13.0000000,13.0000000,286.0000000,Y,N,Y,N,Y,Y,2000-09-15 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,20000914,2000-09-14,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6391,-913,-210,-70,-18,16:33:58
20001011,2000-10-11 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20004,2000Q4,200010,2000-OCT,200041,2000-41,2000,2000,20002,2000H2,200011,2000-11,20004,2000-Q4,200045,2000-45,200002,2000-02,200006,2000-06,WEDNESDAY,N,N,2000-OCT,20001201,20001201,20001027,20001013,N,N,N,N,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,5.0000000,12.0000000,40.0000000,313.0000000,N,N,N,N,Y,Y,2000-10-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20001011,2000-10-11,N,N,N,N,2000011,N,N,N,N,N,N,N,N,N,N,N,-6364,-909,-209,-70,-18,16:33:58
20001010,2000-10-10 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20004,2000Q4,200010,2000-OCT,200041,2000-41,2000,2000,20002,2000H2,200011,2000-11,20004,2000-Q4,200045,2000-45,200002,2000-02,200006,2000-06,TUESDAY,N,N,2000-OCT,20001201,20001201,20001027,20001013,N,N,N,N,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,4.0000000,11.0000000,39.0000000,312.0000000,N,N,N,N,Y,Y,2000-10-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20001010,2000-10-10,N,N,N,N,2000011,N,N,N,N,N,N,N,N,N,N,N,-6365,-909,-209,-70,-18,16:33:58
20001012,2000-10-12 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20004,2000Q4,200010,2000-OCT,200041,2000-41,2000,2000,20002,2000H2,200011,2000-11,20004,2000-Q4,200045,2000-45,200002,2000-02,200006,2000-06,THURSDAY,N,N,2000-OCT,20001201,20001201,20001027,20001013,N,N,N,N,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,6.0000000,13.0000000,41.0000000,314.0000000,N,N,N,N,Y,Y,2000-10-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20001012,2000-10-12,N,N,N,N,2000011,N,N,N,N,N,N,N,N,N,N,N,-6363,-909,-209,-70,-18,16:33:58
20001009,2000-10-09 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20004,2000Q4,200010,2000-OCT,200041,2000-41,2000,2000,20002,2000H2,200011,2000-11,20004,2000-Q4,200045,2000-45,200002,2000-02,200006,2000-06,MONDAY,N,N,2000-OCT,20001201,20001201,20001027,20001013,N,N,N,N,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,3.0000000,10.0000000,38.0000000,311.0000000,N,N,N,N,Y,Y,2000-10-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20001009,2000-10-09,N,N,N,N,2000011,N,N,N,N,N,N,N,N,N,N,N,-6366,-909,-209,-70,-18,16:33:58
20001008,2000-10-08 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20004,2000Q4,200010,2000-OCT,200040,2000-40,2000,2000,20002,2000H2,200011,2000-11,20004,2000-Q4,200045,2000-45,200002,2000-02,200006,2000-06,SUNDAY,N,N,2000-OCT,20001201,20001201,20001027,20001013,N,N,N,N,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,9.0000000,37.0000000,310.0000000,N,N,N,N,Y,Y,2000-10-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20001008,2000-10-08,N,N,N,N,2000011,N,N,N,N,N,N,N,N,N,N,N,-6367,-909,-209,-70,-18,16:33:58
20001007,2000-10-07 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20004,2000Q4,200010,2000-OCT,200040,2000-40,2000,2000,20002,2000H2,200011,2000-11,20004,2000-Q4,200045,2000-45,200002,2000-02,200006,2000-06,SATURDAY,N,N,2000-OCT,20001201,20001201,20001027,20001013,N,N,N,N,06,45,OCT,OCT-Q4,11,11-Q4,4,Q4,2.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,8.0000000,36.0000000,309.0000000,N,N,N,N,Y,Y,2000-10-13 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2.0000000,20001007,2000-10-07,N,N,N,N,2000011,N,N,N,N,N,N,N,N,N,N,N,-6368,-909,-209,-70,-18,16:33:58
20000916,2000-09-16 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200037,2000-37,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200042,2000-42,200003,2000-03,200003,2000-03,SATURDAY,N,N,2000-SEP,20001201,20001201,20000929,20000922,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,15.0000000,15.0000000,288.0000000,N,N,N,N,N,N,2000-09-22 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000916,2000-09-16,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6389,-912,-210,-70,-18,16:33:58
20000917,2000-09-17 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200037,2000-37,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200042,2000-42,200003,2000-03,200003,2000-03,SUNDAY,N,N,2000-SEP,20001201,20001201,20000929,20000922,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,16.0000000,16.0000000,289.0000000,N,N,N,N,N,N,2000-09-22 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000917,2000-09-17,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6388,-912,-210,-70,-18,16:33:58
20000918,2000-09-18 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200038,2000-38,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200042,2000-42,200003,2000-03,200003,2000-03,MONDAY,N,N,2000-SEP,20001201,20001201,20000929,20000922,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,3.0000000,17.0000000,17.0000000,290.0000000,N,N,N,N,N,N,2000-09-22 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000918,2000-09-18,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6387,-912,-210,-70,-18,16:33:58
20000919,2000-09-19 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200038,2000-38,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200042,2000-42,200003,2000-03,200003,2000-03,TUESDAY,N,N,2000-SEP,20001201,20001201,20000929,20000922,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,4.0000000,18.0000000,18.0000000,291.0000000,N,N,N,N,N,N,2000-09-22 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000919,2000-09-19,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6386,-912,-210,-70,-18,16:33:58
20000920,2000-09-20 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200038,2000-38,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200042,2000-42,200003,2000-03,200003,2000-03,WEDNESDAY,N,N,2000-SEP,20001201,20001201,20000929,20000922,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,5.0000000,19.0000000,19.0000000,292.0000000,N,N,N,N,N,N,2000-09-22 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000920,2000-09-20,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6385,-912,-210,-70,-18,16:33:58
20000921,2000-09-21 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200038,2000-38,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200042,2000-42,200003,2000-03,200003,2000-03,THURSDAY,N,N,2000-SEP,20001201,20001201,20000929,20000922,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,6.0000000,20.0000000,20.0000000,293.0000000,N,N,N,N,N,N,2000-09-22 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000921,2000-09-21,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6384,-912,-210,-70,-18,16:33:58
20000923,2000-09-23 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200038,2000-38,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200043,2000-43,200004,2000-04,200004,2000-04,SATURDAY,N,N,2000-SEP,20001201,20001201,20000929,20000929,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,1.0000000,22.0000000,22.0000000,295.0000000,N,N,N,N,N,N,2000-09-29 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000923,2000-09-23,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6382,-911,-210,-70,-18,16:33:58
20000924,2000-09-24 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200038,2000-38,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200043,2000-43,200004,2000-04,200004,2000-04,SUNDAY,N,N,2000-SEP,20001201,20001201,20000929,20000929,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,2.0000000,23.0000000,23.0000000,296.0000000,N,N,N,N,N,N,2000-09-29 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000924,2000-09-24,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6381,-911,-210,-70,-18,16:33:58
20000925,2000-09-25 00:00:00.000000000,A1,Adobe Fiscal Year Variant,2000,2000,20002,2000H2,20003,2000Q3,200009,2000-SEP,200039,2000-39,2000,2000,20002,2000H2,200010,2000-10,20004,2000-Q4,200043,2000-43,200004,2000-04,200004,2000-04,MONDAY,N,N,2000-SEP,20001201,20001201,20000929,20000929,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,4.0000000,13.0000000,52.0000000,28.0000000,91.0000000,364.0000000,3.0000000,24.0000000,24.0000000,297.0000000,N,N,N,N,N,N,2000-09-29 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,20000925,2000-09-25,N,N,N,N,2000010,N,N,N,N,N,N,N,N,N,N,N,-6380,-911,-210,-70,-18,16:33:58
