date_key,calendar_date,fiscal_variant,fiscal_variant_desc,calendar_yr,calendar_yr_desc,calendar_yr_and_half_yr,calendar_yr_and_half_yr_desc,calendar_yr_and_qtr,calendar_yr_and_qtr_desc,calendar_yr_and_mo,calendar_yr_and_mo_desc,calendar_yr_and_wk,calendar_yr_and_wk_desc,fiscal_yr,fiscal_yr_desc,fiscal_yr_and_half_yr,fiscal_yr_and_half_yr_desc,fiscal_yr_and_per,fiscal_yr_and_per_desc,fiscal_yr_and_qtr,fiscal_yr_and_qtr_desc,fiscal_yr_and_wk,fiscal_yr_and_wk_desc,fiscal_wk_and_per,fiscal_wk_and_per_desc,fiscal_wk_and_qtr,fiscal_wk_and_qtr_desc,day_name,fiscal_currnt_qtd,fiscal_currnt_yr_to_dt_flg,fiscal_yr_and_per_long_desc,fiscal_yr_key,fiscal_yr_and_qtr_key,fiscal_yr_and_per_key,fiscal_yr_and_wk_key,fiscal_yr_flag,fiscal_yr_and_qtr_flag,fiscal_yr_and_per_flag,fiscal_yr_and_wk_flag,fiscal_wk_in_qtr,fiscal_wk_in_yr,fiscal_per_name,fiscal_per_name_and_qtr,fiscal_per_id,fiscal_per_id_and_qtr,fiscal_qtr_id,fiscal_qtr_name,fiscal_wk_in_per,fiscal_weeks_in_per,fiscal_weeks_in_qtr,fiscal_weeks_in_yr,fiscal_days_in_per,fiscal_days_in_qtr,fiscal_days_in_yr,fiscal_day_in_wk,fiscal_day_in_per,fiscal_day_in_qtr,fiscal_day_in_yr,fiscal_qtr_qtd_flag,fiscal_yr_ytd_flag,fiscal_qtr_qtcw_flag,fiscal_yr_ytcw_flag,fiscal_per_ptd_flag,fiscal_per_ptcw_flag,fiscal_wk_ending_date,fiscal_prv_yr_flag,fiscal_prv2_yr_flag,fiscal_prv3_yr_flag,fiscal_prv4_yr_flag,fiscal_prv5_yr_flag,fiscal_prv6_yr_flag,fiscal_prv_wk_flag,fiscal_prv2_wk_flag,fiscal_prv3_wk_flag,fiscal_prv4_wk_flag,fiscal_prv5_wk_flag,fiscal_prv6_wk_flag,fiscal_yr_ytp_flag,fiscal_yr_ytq_flag,fiscal_yr_ytfw_flag,fiscal_qtr_qtp_flag,fiscal_qtr_qtfw_flag,fiscal_per_ptfw_flag,fiscal_per_in_qtr,date_yyyymmdd,date_date,fiscal_nxt_qtd,fiscal_nxt_yr_flag,prv_qtr_flag,prv_yr_currnt_qtd_flag,fiscal_yr_and_per_yyyyppp,prv_qtd2_flag,prv_qtd3_flag,fiscal_nxt2_qtd,fiscal_nxt3_qtd,prv_qtd1_flag,fiscal_nxt1_qtd,fiscal_curr_prv5_yr_qtr_flag,fiscal_curr_prv3_yr_qtr_flag,fiscal_curr_prv7_yr_qtr_flag,fiscal_prv_curr_yr_to_dt_flag,fiscal_currnt_ptd,day_bucket,fiscal_wk_bucket,fiscal_per_bucket,fiscal_qtr_bucket,fiscal_yr_bucket,row_insertion_dttm
19881103,1988-11-03 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19884,1988Q4,198811,1988-NOV,198844,1988-44,1988,1988,19882,1988H2,198812,1988-12,19884,1988-Q4,198849,1988-49,198801,1988-01,198810,1988-10,THURSDAY,N,N,1988-NOV,19881130,19881130,19881130,19881104,N,N,N,N,10,49,NOV,NOV-Q4,12,12-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,6.0000000,3.0000000,64.0000000,339.0000000,N,N,N,N,Y,Y,1988-11-04 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3.0000000,19881103,1988-11-03,N,N,N,N,1988012,N,N,N,N,N,N,N,N,N,N,N,-10724,-1532,-352,-118,-30,16:33:58
19881104,1988-11-04 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19884,1988Q4,198811,1988-NOV,198844,1988-44,1988,1988,19882,1988H2,198812,1988-12,19884,1988-Q4,198849,1988-49,198801,1988-01,198810,1988-10,FRIDAY,N,N,1988-NOV,19881130,19881130,19881130,19881104,N,N,N,Y,10,49,NOV,NOV-Q4,12,12-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,7.0000000,4.0000000,65.0000000,340.0000000,N,N,N,N,Y,Y,1988-11-04 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3.0000000,19881104,1988-11-04,N,N,N,N,1988012,N,N,N,N,N,N,N,N,N,N,N,-10723,-1532,-352,-118,-30,16:33:58
19881105,1988-11-05 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19884,1988Q4,198811,1988-NOV,198844,1988-44,1988,1988,19882,1988H2,198812,1988-12,19884,1988-Q4,198849,1988-49,198801,1988-01,198810,1988-10,SATURDAY,N,N,1988-NOV,19881130,19881130,19881130,19881111,N,N,N,N,10,49,NOV,NOV-Q4,12,12-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,1.0000000,5.0000000,66.0000000,341.0000000,N,N,N,N,Y,Y,1988-11-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3.0000000,19881105,1988-11-05,N,N,N,N,1988012,N,N,N,N,N,N,N,N,N,N,N,-10722,-1531,-352,-118,-30,16:33:58
19881106,1988-11-06 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19884,1988Q4,198811,1988-NOV,198844,1988-44,1988,1988,19882,1988H2,198812,1988-12,19884,1988-Q4,198849,1988-49,198801,1988-01,198810,1988-10,SUNDAY,N,N,1988-NOV,19881130,19881130,19881130,19881111,N,N,N,N,10,49,NOV,NOV-Q4,12,12-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,2.0000000,6.0000000,67.0000000,342.0000000,N,N,N,N,Y,Y,1988-11-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3.0000000,19881106,1988-11-06,N,N,N,N,1988012,N,N,N,N,N,N,N,N,N,N,N,-10721,-1531,-352,-118,-30,16:33:58
19881107,1988-11-07 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19884,1988Q4,198811,1988-NOV,198845,1988-45,1988,1988,19882,1988H2,198812,1988-12,19884,1988-Q4,198849,1988-49,198801,1988-01,198810,1988-10,MONDAY,N,N,1988-NOV,19881130,19881130,19881130,19881111,N,N,N,N,10,49,NOV,NOV-Q4,12,12-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,3.0000000,7.0000000,68.0000000,343.0000000,N,N,N,N,Y,Y,1988-11-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3.0000000,19881107,1988-11-07,N,N,N,N,1988012,N,N,N,N,N,N,N,N,N,N,N,-10720,-1531,-352,-118,-30,16:33:58
19870919,1987-09-19 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198738,1987-38,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198742,1987-42,198703,1987-03,198703,1987-03,SATURDAY,N,N,1987-SEP,19871130,19871130,19870930,19870925,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,1.0000000,19.0000000,19.0000000,293.0000000,N,N,N,N,N,N,1987-09-25 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19870919,1987-09-19,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11135,-1590,-366,-122,-31,16:33:58
19870920,1987-09-20 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198738,1987-38,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198742,1987-42,198703,1987-03,198703,1987-03,SUNDAY,N,N,1987-SEP,19871130,19871130,19870930,19870925,N,N,N,N,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,2.0000000,20.0000000,20.0000000,294.0000000,N,N,N,N,N,N,1987-09-25 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19870920,1987-09-20,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11134,-1590,-366,-122,-31,16:33:58
19870921,1987-09-21 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198739,1987-39,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198743,1987-43,198703,1987-03,198703,1987-03,MONDAY,N,N,1987-SEP,19871130,19871130,19870930,19870925,N,N,N,N,03,43,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,3.0000000,21.0000000,21.0000000,295.0000000,N,N,N,N,N,N,1987-09-25 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19870921,1987-09-21,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11133,-1590,-366,-122,-31,16:33:58
19870918,1987-09-18 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198738,1987-38,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198742,1987-42,198703,1987-03,198703,1987-03,FRIDAY,N,N,1987-SEP,19871130,19871130,19870930,19870918,N,N,N,Y,03,42,SEP,SEP-Q4,10,10-Q4,4,Q4,3.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,7.0000000,18.0000000,18.0000000,292.0000000,N,N,N,N,N,N,1987-09-18 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19870918,1987-09-18,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11136,-1591,-366,-122,-31,16:33:58
19870902,1987-09-02 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198736,1987-36,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198740,1987-40,198701,1987-01,198701,1987-01,WEDNESDAY,N,N,1987-SEP,19871130,19871130,19870930,19870904,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,5.0000000,2.0000000,2.0000000,276.0000000,Y,N,Y,N,Y,Y,1987-09-04 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870902,1987-09-02,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11152,-1593,-366,-122,-31,16:33:58
19870907,1987-09-07 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198701,1987-01,198701,1987-01,MONDAY,N,N,1987-SEP,19871130,19871130,19870930,19870911,N,N,N,N,01,41,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,3.0000000,7.0000000,7.0000000,281.0000000,Y,N,Y,N,Y,Y,1987-09-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870907,1987-09-07,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11147,-1592,-366,-122,-31,16:33:58
19870908,1987-09-08 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198702,1987-02,198702,1987-02,TUESDAY,N,N,1987-SEP,19871130,19871130,19870930,19870911,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,4.0000000,8.0000000,8.0000000,282.0000000,Y,N,Y,N,Y,Y,1987-09-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870908,1987-09-08,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11146,-1592,-366,-122,-31,16:33:58
19870909,1987-09-09 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198702,1987-02,198702,1987-02,WEDNESDAY,N,N,1987-SEP,19871130,19871130,19870930,19870911,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,5.0000000,9.0000000,9.0000000,283.0000000,Y,N,Y,N,Y,Y,1987-09-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870909,1987-09-09,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11145,-1592,-366,-122,-31,16:33:58
19870910,1987-09-10 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198702,1987-02,198702,1987-02,THURSDAY,N,N,1987-SEP,19871130,19871130,19870930,19870911,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,6.0000000,10.0000000,10.0000000,284.0000000,Y,N,Y,N,Y,Y,1987-09-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870910,1987-09-10,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11144,-1592,-366,-122,-31,16:33:58
19870911,1987-09-11 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198702,1987-02,198702,1987-02,FRIDAY,N,N,1987-SEP,19871130,19871130,19870930,19870911,N,N,N,Y,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,7.0000000,11.0000000,11.0000000,285.0000000,Y,N,Y,N,Y,Y,1987-09-11 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870911,1987-09-11,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11143,-1592,-366,-122,-31,16:33:58
19870912,1987-09-12 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198702,1987-02,198702,1987-02,SATURDAY,N,N,1987-SEP,19871130,19871130,19870930,19870918,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,1.0000000,12.0000000,12.0000000,286.0000000,Y,N,Y,N,Y,Y,1987-09-18 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870912,1987-09-12,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11142,-1591,-366,-122,-31,16:33:58
19870913,1987-09-13 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198737,1987-37,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198741,1987-41,198702,1987-02,198702,1987-02,SUNDAY,N,N,1987-SEP,19871130,19871130,19870930,19870918,N,N,N,N,02,41,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,2.0000000,13.0000000,13.0000000,287.0000000,Y,N,Y,N,Y,Y,1987-09-18 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870913,1987-09-13,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11141,-1591,-366,-122,-31,16:33:58
19870914,1987-09-14 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1987,1987,19872,1987H2,19873,1987Q3,198709,1987-SEP,198738,1987-38,1987,1987,19872,1987H2,198710,1987-10,19874,1987-Q4,198742,1987-42,198702,1987-02,198702,1987-02,MONDAY,N,N,1987-SEP,19871130,19871130,19870930,19870918,N,N,N,N,02,42,SEP,SEP-Q4,10,10-Q4,4,Q4,2.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,365.0000000,3.0000000,14.0000000,14.0000000,288.0000000,N,N,Y,N,N,Y,1987-09-18 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19870914,1987-09-14,N,N,N,N,1987010,N,N,N,N,N,N,N,N,N,N,N,-11140,-1591,-366,-122,-31,16:33:58
19880922,1988-09-22 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198838,1988-38,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198843,1988-43,198804,1988-04,198804,1988-04,THURSDAY,N,N,1988-SEP,19881130,19881130,19880930,19880923,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,6.0000000,22.0000000,22.0000000,297.0000000,N,N,N,N,N,N,1988-09-23 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880922,1988-09-22,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10766,-1538,-354,-118,-30,16:33:58
19880923,1988-09-23 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198838,1988-38,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198843,1988-43,198804,1988-04,198804,1988-04,FRIDAY,N,N,1988-SEP,19881130,19881130,19880930,19880923,N,N,N,Y,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,7.0000000,23.0000000,23.0000000,298.0000000,N,N,N,N,N,N,1988-09-23 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880923,1988-09-23,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10765,-1538,-354,-118,-30,16:33:58
19880924,1988-09-24 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198838,1988-38,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198843,1988-43,198804,1988-04,198804,1988-04,SATURDAY,N,N,1988-SEP,19881130,19881130,19880930,19880930,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,1.0000000,24.0000000,24.0000000,299.0000000,N,N,N,N,N,N,1988-09-30 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880924,1988-09-24,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10764,-1537,-354,-118,-30,16:33:58
19880925,1988-09-25 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198838,1988-38,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198843,1988-43,198804,1988-04,198804,1988-04,SUNDAY,N,N,1988-SEP,19881130,19881130,19880930,19880930,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,2.0000000,25.0000000,25.0000000,300.0000000,N,N,N,N,N,N,1988-09-30 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880925,1988-09-25,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10763,-1537,-354,-118,-30,16:33:58
19880926,1988-09-26 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198839,1988-39,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198843,1988-43,198804,1988-04,198804,1988-04,MONDAY,N,N,1988-SEP,19881130,19881130,19880930,19880930,N,N,N,N,04,43,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,3.0000000,26.0000000,26.0000000,301.0000000,N,N,N,N,N,N,1988-09-30 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880926,1988-09-26,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10762,-1537,-354,-118,-30,16:33:58
19880927,1988-09-27 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198839,1988-39,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198844,1988-44,198804,1988-04,198804,1988-04,TUESDAY,N,N,1988-SEP,19881130,19881130,19880930,19880930,N,N,N,N,04,44,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,4.0000000,27.0000000,27.0000000,302.0000000,N,N,N,N,N,N,1988-09-30 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880927,1988-09-27,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10761,-1537,-354,-118,-30,16:33:58
19880928,1988-09-28 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198839,1988-39,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198844,1988-44,198804,1988-04,198804,1988-04,WEDNESDAY,N,N,1988-SEP,19881130,19881130,19880930,19880930,N,N,N,N,04,44,SEP,SEP-Q4,10,10-Q4,4,Q4,4.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,5.0000000,28.0000000,28.0000000,303.0000000,N,N,N,N,N,N,1988-09-30 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1.0000000,19880928,1988-09-28,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10760,-1537,-354,-118,-30,16:33:58
19880902,1988-09-02 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198835,1988-35,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198840,1988-40,198801,1988-01,198801,1988-01,FRIDAY,N,N,1988-SEP,19881130,19881130,19880930,19880902,N,N,N,Y,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,7.0000000,2.0000000,2.0000000,277.0000000,Y,N,Y,N,Y,Y,1988-09-02 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19880902,1988-09-02,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10786,-1541,-354,-118,-30,16:33:58
19880903,1988-09-03 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198835,1988-35,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198840,1988-40,198801,1988-01,198801,1988-01,SATURDAY,N,N,1988-SEP,19881130,19881130,19880930,19880909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,1.0000000,3.0000000,3.0000000,278.0000000,Y,N,Y,N,Y,Y,1988-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19880903,1988-09-03,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10785,-1540,-354,-118,-30,16:33:58
19880904,1988-09-04 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198835,1988-35,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198840,1988-40,198801,1988-01,198801,1988-01,SUNDAY,N,N,1988-SEP,19881130,19881130,19880930,19880909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,2.0000000,4.0000000,4.0000000,279.0000000,Y,N,Y,N,Y,Y,1988-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19880904,1988-09-04,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10784,-1540,-354,-118,-30,16:33:58
19880905,1988-09-05 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198836,1988-36,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198840,1988-40,198801,1988-01,198801,1988-01,MONDAY,N,N,1988-SEP,19881130,19881130,19880930,19880909,N,N,N,N,01,40,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,3.0000000,5.0000000,5.0000000,280.0000000,Y,N,Y,N,Y,Y,1988-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19880905,1988-09-05,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10783,-1540,-354,-118,-30,16:33:58
19880906,1988-09-06 00:00:00.000000000,A1,Adobe Fiscal Year Variant,1988,1988,19882,1988H2,19883,1988Q3,198809,1988-SEP,198836,1988-36,1988,1988,19882,1988H2,198810,1988-10,19884,1988-Q4,198841,1988-41,198801,1988-01,198801,1988-01,TUESDAY,N,N,1988-SEP,19881130,19881130,19880930,19880909,N,N,N,N,01,41,SEP,SEP-Q4,10,10-Q4,4,Q4,1.0000000,5.0000000,13.0000000,53.0000000,30.0000000,91.0000000,366.0000000,4.0000000,6.0000000,6.0000000,281.0000000,Y,N,Y,N,Y,Y,1988-09-09 00:00:00.000000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,1.0000000,19880906,1988-09-06,N,N,N,N,1988010,N,N,N,N,N,N,N,N,N,N,N,-10782,-1540,-354,-118,-30,16:33:58
